filename,width,height,class,xmin,ymin,xmax,ymax
8.png,160,60,С,94,24,111,48
8.png,160,60,П,109,23,126,45
677.png,160,60,З,35,14,47,34
677.png,160,60,Щ,47,6,63,36
677.png,160,60,М,66,3,91,32
677.png,160,60,Э,90,4,109,31
677.png,160,60,У,108,10,124,35
883.png,160,60,А,32,12,49,39
883.png,160,60,Р,47,11,65,36
883.png,160,60,К,64,6,88,34
883.png,160,60,П,89,10,106,38
883.png,160,60,Л,105,13,125,42
547.png,160,60,Щ,30,13,73,44
547.png,160,60,П,76,18,86,40
547.png,160,60,Е,90,19,100,41
547.png,160,60,А,100,21,109,40
547.png,160,60,Х,111,20,123,39
182.png,160,60,Ш,17,14,44,43
182.png,160,60,Ю,47,12,70,37
182.png,160,60,Ю,68,12,92,35
182.png,160,60,А,93,12,113,34
182.png,160,60,Ш,114,14,138,34
566.png,160,60,В,36,15,54,39
566.png,160,60,З,54,14,68,41
566.png,160,60,Х,71,13,90,39
566.png,160,60,Н,88,15,100,40
566.png,160,60,К,100,17,119,44
1093.png,160,60,Т,29,23,48,41
1093.png,160,60,Ж,46,21,69,43
1093.png,160,60,Щ,70,22,95,42
1093.png,160,60,Э,94,25,106,39
1093.png,160,60,Ч,104,24,122,44
998.png,160,60,С,37,12,55,37
998.png,160,60,Г,54,15,69,39
998.png,160,60,З,67,16,83,41
998.png,160,60,И,81,17,97,44
998.png,160,60,К,100,22,120,44
1141.png,160,60,К,34,33,58,56
1141.png,160,60,Н,57,25,78,54
1141.png,160,60,Э,78,27,97,53
1141.png,160,60,Н,95,25,115,49
1141.png,160,60,П,112,24,127,46
1280.png,160,60,К,32,17,47,39
1280.png,160,60,С,46,14,60,34
1280.png,160,60,Ф,58,10,79,30
1280.png,160,60,Щ,82,11,119,32
1280.png,160,60,Л,115,17,132,38
840.png,160,60,К,30,19,44,41
840.png,160,60,А,42,22,57,42
840.png,160,60,К,54,22,75,46
840.png,160,60,П,76,21,99,51
840.png,160,60,И,103,20,130,50
159.png,160,60,С,35,2,56,29
159.png,160,60,Щ,56,4,93,33
159.png,160,60,Т,89,10,101,29
159.png,160,60,У,101,15,112,33
159.png,160,60,Ф,111,17,125,37
1193.png,160,60,З,32,7,47,35
1193.png,160,60,З,48,7,69,36
1193.png,160,60,С,67,5,86,35
1193.png,160,60,О,84,5,111,29
1193.png,160,60,В,115,8,136,31
20.png,160,60,И,38,1,69,33
20.png,160,60,А,69,5,91,35
20.png,160,60,О,87,11,100,37
20.png,160,60,М,100,15,115,39
20.png,160,60,З,114,19,124,40
833.png,160,60,Щ,20,28,49,51
833.png,160,60,Г,49,29,67,51
833.png,160,60,Т,66,24,85,49
833.png,160,60,Ш,84,24,113,50
833.png,160,60,Е,116,24,139,50
245.png,160,60,Щ,36,22,66,43
245.png,160,60,Х,61,19,74,37
245.png,160,60,Т,72,17,85,37
245.png,160,60,Э,81,15,96,37
245.png,160,60,О,95,13,116,35
805.png,160,60,С,37,20,49,42
805.png,160,60,Е,47,22,60,42
805.png,160,60,З,60,22,69,45
805.png,160,60,Х,68,21,84,45
805.png,160,60,О,81,15,110,46
508.png,160,60,К,33,12,53,37
508.png,160,60,Х,53,15,73,39
508.png,160,60,Ю,75,16,97,37
508.png,160,60,Т,100,17,107,35
508.png,160,60,И,111,22,126,39
260.png,160,60,Э,42,18,56,35
260.png,160,60,Ю,53,16,69,37
260.png,160,60,Ч,69,11,88,34
260.png,160,60,Я,86,11,104,37
260.png,160,60,С,104,12,126,34
728.png,160,60,У,38,20,51,41
728.png,160,60,Б,51,19,66,42
728.png,160,60,Д,67,24,86,50
728.png,160,60,Т,83,27,98,47
728.png,160,60,Б,98,29,118,51
1058.png,160,60,Э,42,15,58,35
1058.png,160,60,М,57,17,71,39
1058.png,160,60,Ч,69,15,81,38
1058.png,160,60,С,81,15,100,38
1058.png,160,60,Ф,96,13,118,41
569.png,160,60,В,42,22,56,39
569.png,160,60,Ч,55,19,71,39
569.png,160,60,Ж,73,17,89,41
569.png,160,60,Т,90,18,104,37
569.png,160,60,С,103,15,122,39
653.png,160,60,А,32,12,66,45
653.png,160,60,Ш,67,19,83,45
653.png,160,60,У,83,23,96,44
653.png,160,60,Т,96,22,108,40
653.png,160,60,Щ,106,20,129,42
731.png,160,60,Ф,39,20,54,43
731.png,160,60,В,59,19,71,39
731.png,160,60,С,71,18,85,38
731.png,160,60,Ю,84,15,103,37
731.png,160,60,Б,105,17,121,39
802.png,160,60,Д,36,20,58,44
802.png,160,60,Ю,56,17,74,39
802.png,160,60,Л,73,19,88,39
802.png,160,60,Я,86,12,99,36
802.png,160,60,Ю,98,10,122,33
1068.png,160,60,Ю,29,7,54,34
1068.png,160,60,П,52,8,67,33
1068.png,160,60,П,68,4,83,31
1068.png,160,60,О,84,3,107,27
1068.png,160,60,О,110,8,128,32
425.png,160,60,У,41,22,56,39
425.png,160,60,Х,56,21,73,40
425.png,160,60,З,72,19,82,42
425.png,160,60,Ж,82,15,95,39
425.png,160,60,З,93,12,108,37
1152.png,160,60,Е,39,12,54,33
1152.png,160,60,Т,56,14,69,34
1152.png,160,60,Г,71,15,87,37
1152.png,160,60,Е,88,15,103,38
1152.png,160,60,Т,104,13,123,37
63.png,160,60,Д,34,21,51,39
63.png,160,60,Г,52,23,66,39
63.png,160,60,Л,66,19,79,39
63.png,160,60,М,81,13,100,35
63.png,160,60,Д,101,11,124,36
846.png,160,60,Э,25,13,47,42
846.png,160,60,Э,44,15,64,43
846.png,160,60,Ф,65,11,90,41
846.png,160,60,Щ,88,14,113,40
846.png,160,60,Д,112,17,130,42
1151.png,160,60,Р,38,24,59,46
1151.png,160,60,П,57,24,74,44
1151.png,160,60,Х,73,23,88,43
1151.png,160,60,Ч,86,21,101,41
1151.png,160,60,Е,102,18,116,38
618.png,160,60,Т,37,19,53,34
618.png,160,60,П,49,16,67,36
618.png,160,60,Д,65,12,86,36
618.png,160,60,С,86,11,102,32
618.png,160,60,Д,98,12,120,37
467.png,160,60,Ж,34,15,51,37
467.png,160,60,Г,49,14,61,37
467.png,160,60,Х,62,11,88,41
467.png,160,60,Е,90,10,107,43
467.png,160,60,И,109,9,128,37
513.png,160,60,О,31,17,49,36
513.png,160,60,У,48,15,65,36
513.png,160,60,О,66,13,88,37
513.png,160,60,Ш,87,11,108,32
513.png,160,60,З,110,10,126,32
471.png,160,60,М,37,17,51,39
471.png,160,60,К,50,17,64,39
471.png,160,60,Т,65,16,80,37
471.png,160,60,А,78,15,103,39
471.png,160,60,Н,103,18,125,39
7.png,160,60,Р,35,21,50,40
7.png,160,60,М,49,18,68,41
7.png,160,60,К,69,16,82,38
7.png,160,60,П,83,15,99,34
7.png,160,60,Ж,94,9,126,30
681.png,160,60,С,30,13,39,36
681.png,160,60,П,37,13,50,35
681.png,160,60,Ф,50,4,73,35
681.png,160,60,Ч,76,2,99,38
681.png,160,60,Ж,103,5,133,36
647.png,160,60,Щ,32,22,66,52
647.png,160,60,С,69,24,90,51
647.png,160,60,Х,90,21,103,47
647.png,160,60,М,104,22,117,43
647.png,160,60,С,115,18,127,41
426.png,160,60,Ж,35,12,66,41
426.png,160,60,Э,69,13,85,43
426.png,160,60,Т,82,20,96,39
426.png,160,60,П,94,21,108,42
426.png,160,60,Д,106,20,123,40
1032.png,160,60,Я,48,12,70,38
1032.png,160,60,У,68,13,86,39
1032.png,160,60,Т,85,17,96,37
1032.png,160,60,В,95,17,105,36
1032.png,160,60,Б,105,19,117,37
718.png,160,60,Л,41,24,61,47
718.png,160,60,П,60,23,76,43
718.png,160,60,Ф,79,19,91,43
718.png,160,60,З,93,20,102,41
718.png,160,60,Х,102,17,118,38
364.png,160,60,Щ,34,16,52,41
364.png,160,60,Я,53,11,66,37
364.png,160,60,Т,68,9,83,31
364.png,160,60,З,82,4,100,33
364.png,160,60,А,101,2,132,31
870.png,160,60,Ф,42,17,57,43
870.png,160,60,А,56,20,69,41
870.png,160,60,Л,69,18,83,41
870.png,160,60,Э,85,15,103,39
870.png,160,60,И,104,15,122,41
735.png,160,60,Ш,30,23,57,46
735.png,160,60,И,59,19,76,44
735.png,160,60,Щ,78,20,98,39
735.png,160,60,Х,98,18,113,40
735.png,160,60,Н,113,18,129,41
1077.png,160,60,О,34,20,51,46
1077.png,160,60,С,50,17,64,45
1077.png,160,60,К,62,11,84,44
1077.png,160,60,М,86,9,106,42
1077.png,160,60,Х,105,10,126,35
1087.png,160,60,У,34,20,52,39
1087.png,160,60,Б,51,19,63,39
1087.png,160,60,Г,65,17,79,36
1087.png,160,60,И,79,19,95,39
1087.png,160,60,Ш,96,23,117,45
600.png,160,60,П,42,23,60,47
600.png,160,60,Э,63,23,78,49
600.png,160,60,П,81,25,95,46
600.png,160,60,Р,95,22,109,47
600.png,160,60,Ч,107,18,122,41
257.png,160,60,Х,31,20,48,41
257.png,160,60,Ш,47,20,64,40
257.png,160,60,П,64,20,76,41
257.png,160,60,И,77,19,96,44
257.png,160,60,Ш,100,20,128,45
669.png,160,60,П,44,17,59,37
669.png,160,60,У,59,18,72,39
669.png,160,60,Л,71,20,81,46
669.png,160,60,И,86,23,100,48
669.png,160,60,Т,100,27,116,50
495.png,160,60,Б,36,20,47,41
495.png,160,60,Х,47,23,57,43
495.png,160,60,Щ,60,29,87,51
495.png,160,60,Г,90,32,107,53
495.png,160,60,С,111,31,130,50
845.png,160,60,З,43,22,53,46
845.png,160,60,П,50,24,65,44
845.png,160,60,А,61,22,77,45
845.png,160,60,И,78,24,97,49
845.png,160,60,З,98,22,117,48
222.png,160,60,Ю,32,12,56,33
222.png,160,60,Л,54,17,74,37
222.png,160,60,К,72,19,90,40
222.png,160,60,Ш,90,20,112,41
222.png,160,60,Г,113,19,127,41
967.png,160,60,Ч,41,12,61,39
967.png,160,60,Ж,59,15,81,38
967.png,160,60,Л,80,18,98,44
967.png,160,60,С,96,19,110,45
967.png,160,60,Р,108,19,124,45
704.png,160,60,Т,26,24,40,49
704.png,160,60,Т,39,25,57,46
704.png,160,60,М,57,19,78,50
704.png,160,60,О,78,15,98,46
704.png,160,60,Ф,100,11,128,49
1175.png,160,60,У,25,26,48,51
1175.png,160,60,Т,47,25,63,50
1175.png,160,60,Ш,63,30,95,51
1175.png,160,60,Е,99,32,115,51
1175.png,160,60,Ю,116,23,134,46
337.png,160,60,Ш,28,15,59,40
337.png,160,60,Я,59,14,78,43
337.png,160,60,К,82,16,96,38
337.png,160,60,С,96,19,107,35
337.png,160,60,Ф,106,17,125,36
377.png,160,60,П,48,27,66,51
377.png,160,60,З,68,27,81,48
377.png,160,60,Г,81,26,91,44
377.png,160,60,А,91,22,101,44
377.png,160,60,Н,103,17,115,39
160.png,160,60,Ф,29,13,49,39
160.png,160,60,Н,51,14,68,36
160.png,160,60,Х,66,11,84,35
160.png,160,60,Б,86,10,98,33
160.png,160,60,Щ,100,15,129,39
584.png,160,60,С,38,14,56,38
584.png,160,60,Х,55,12,72,37
584.png,160,60,О,72,14,86,32
584.png,160,60,Т,88,12,100,29
584.png,160,60,Р,99,11,113,31
1135.png,160,60,С,44,11,60,35
1135.png,160,60,Щ,59,17,78,42
1135.png,160,60,Т,72,22,88,42
1135.png,160,60,Т,84,23,103,45
1135.png,160,60,С,100,21,117,47
311.png,160,60,Ю,38,12,61,34
311.png,160,60,Х,63,17,79,35
311.png,160,60,Я,76,15,89,39
311.png,160,60,С,90,21,101,41
311.png,160,60,Ю,100,21,124,44
523.png,160,60,Э,44,20,57,40
523.png,160,60,Б,59,21,68,41
523.png,160,60,Э,71,18,80,38
523.png,160,60,С,84,18,100,38
523.png,160,60,Н,100,15,118,39
27.png,160,60,Т,36,21,53,40
27.png,160,60,К,52,19,62,40
27.png,160,60,Ю,60,13,78,36
27.png,160,60,У,76,8,95,36
27.png,160,60,Ю,93,4,128,31
31.png,160,60,С,26,20,39,46
31.png,160,60,И,39,21,56,49
31.png,160,60,Э,56,19,72,52
31.png,160,60,Ш,70,22,103,57
31.png,160,60,Ж,102,29,142,57
370.png,160,60,Н,33,20,45,37
370.png,160,60,Ш,44,16,56,35
370.png,160,60,В,59,7,73,32
370.png,160,60,К,78,2,107,27
370.png,160,60,М,110,2,144,29
964.png,160,60,О,38,18,51,38
964.png,160,60,С,50,19,60,42
964.png,160,60,Д,57,20,73,48
964.png,160,60,Н,74,19,95,46
964.png,160,60,Х,97,20,119,47
112.png,160,60,С,33,15,44,38
112.png,160,60,Я,44,15,55,35
112.png,160,60,Щ,53,14,81,44
112.png,160,60,Б,81,12,103,42
112.png,160,60,Б,105,10,128,46
144.png,160,60,Е,47,12,60,36
144.png,160,60,С,64,13,78,37
144.png,160,60,Ч,80,14,94,30
144.png,160,60,Х,92,12,104,31
144.png,160,60,У,103,12,117,31
457.png,160,60,И,37,27,54,51
457.png,160,60,П,56,24,69,48
457.png,160,60,Ш,69,22,98,45
457.png,160,60,Т,101,20,117,44
457.png,160,60,У,116,17,130,42
701.png,160,60,Т,39,20,54,41
701.png,160,60,И,55,19,70,39
701.png,160,60,П,73,16,86,37
701.png,160,60,Е,87,17,103,32
701.png,160,60,Т,105,17,120,33
587.png,160,60,С,25,13,44,42
587.png,160,60,Щ,45,12,73,41
587.png,160,60,Т,73,8,89,33
587.png,160,60,Ю,86,7,109,34
587.png,160,60,А,109,7,133,30
1190.png,160,60,Щ,33,28,67,52
1190.png,160,60,Ж,68,25,93,49
1190.png,160,60,Э,89,22,102,47
1190.png,160,60,У,100,20,112,44
1190.png,160,60,Б,111,20,125,39
596.png,160,60,С,32,22,45,41
596.png,160,60,Л,44,27,56,46
596.png,160,60,Ю,56,29,78,50
596.png,160,60,М,81,30,110,55
596.png,160,60,Э,111,30,130,52
841.png,160,60,З,39,20,54,41
841.png,160,60,Ж,51,19,73,41
841.png,160,60,С,73,19,86,41
841.png,160,60,В,83,21,95,43
841.png,160,60,А,93,17,113,45
29.png,160,60,З,32,26,46,52
29.png,160,60,П,44,21,70,54
29.png,160,60,Ф,71,19,97,55
29.png,160,60,П,95,27,112,53
29.png,160,60,С,112,26,131,50
943.png,160,60,М,34,23,53,45
943.png,160,60,Т,52,31,66,48
943.png,160,60,Б,63,32,83,49
943.png,160,60,Ю,79,24,106,52
943.png,160,60,Т,107,24,127,51
1164.png,160,60,К,39,22,65,50
1164.png,160,60,Ч,64,22,83,46
1164.png,160,60,Г,83,20,99,46
1164.png,160,60,Т,96,15,113,45
1164.png,160,60,Л,105,16,123,37
702.png,160,60,Д,39,8,64,32
702.png,160,60,Ю,64,15,81,32
702.png,160,60,Х,80,18,94,37
702.png,160,60,С,92,17,107,40
702.png,160,60,Б,107,19,122,38
610.png,160,60,Т,37,18,48,41
610.png,160,60,Д,47,22,66,46
610.png,160,60,З,61,23,78,47
610.png,160,60,Я,78,24,98,49
610.png,160,60,Б,95,18,116,49
223.png,160,60,Л,32,24,47,43
223.png,160,60,Е,47,24,65,44
223.png,160,60,Ю,61,22,81,46
223.png,160,60,Д,81,21,105,47
223.png,160,60,Ю,103,18,127,41
197.png,160,60,А,41,21,54,39
197.png,160,60,В,55,19,67,37
197.png,160,60,Т,69,18,85,36
197.png,160,60,Б,86,19,103,37
197.png,160,60,К,105,22,126,41
188.png,160,60,Н,30,17,52,40
188.png,160,60,Ш,50,17,73,38
188.png,160,60,У,75,12,95,39
188.png,160,60,В,97,11,117,38
188.png,160,60,Ф,120,13,134,37
252.png,160,60,Ч,31,29,45,49
252.png,160,60,У,44,35,65,55
252.png,160,60,З,61,34,78,57
252.png,160,60,Т,78,32,100,52
252.png,160,60,И,98,24,119,52
1106.png,160,60,Э,45,22,62,46
1106.png,160,60,Х,61,22,80,47
1106.png,160,60,Э,83,22,95,45
1106.png,160,60,Е,97,22,109,41
1106.png,160,60,Е,110,22,122,39
729.png,160,60,Х,32,13,51,34
729.png,160,60,Т,50,11,70,33
729.png,160,60,Д,70,10,92,41
729.png,160,60,Т,93,14,108,32
729.png,160,60,П,106,13,127,34
935.png,160,60,В,37,2,58,24
935.png,160,60,Р,61,2,78,28
935.png,160,60,М,79,10,97,32
935.png,160,60,Л,96,15,110,39
935.png,160,60,М,108,17,126,41
138.png,160,60,Р,38,17,54,38
138.png,160,60,С,51,14,65,37
138.png,160,60,Д,62,13,75,37
138.png,160,60,К,78,5,100,27
138.png,160,60,Б,103,6,121,23
1035.png,160,60,Ж,24,8,49,41
1035.png,160,60,М,51,7,86,48
1035.png,160,60,Ж,87,12,118,49
1035.png,160,60,Т,112,16,127,34
1035.png,160,60,З,122,14,135,37
968.png,160,60,Ю,34,10,70,41
968.png,160,60,Е,71,15,89,41
968.png,160,60,Р,87,15,98,37
968.png,160,60,Г,98,15,109,37
968.png,160,60,Ю,108,19,122,38
134.png,160,60,Т,44,21,58,40
134.png,160,60,Я,55,22,67,44
134.png,160,60,Р,69,25,81,45
134.png,160,60,С,84,27,99,48
134.png,160,60,У,98,27,122,51
93.png,160,60,Б,26,28,44,50
93.png,160,60,Т,43,35,68,56
93.png,160,60,Л,70,32,93,56
93.png,160,60,Т,97,31,116,54
93.png,160,60,Х,111,26,129,53
576.png,160,60,А,35,12,54,37
576.png,160,60,Ф,54,12,65,40
576.png,160,60,Г,71,17,86,44
576.png,160,60,Щ,88,19,114,52
576.png,160,60,Х,111,22,129,46
909.png,160,60,Ч,28,22,48,46
909.png,160,60,М,47,23,73,47
909.png,160,60,Х,70,25,83,47
909.png,160,60,Ю,79,24,98,46
909.png,160,60,Ш,95,19,126,46
259.png,160,60,Ж,31,11,61,39
259.png,160,60,А,62,13,81,37
259.png,160,60,П,80,16,91,38
259.png,160,60,Ж,92,19,107,40
259.png,160,60,Щ,106,21,132,44
1081.png,160,60,С,29,8,45,34
1081.png,160,60,Г,44,7,62,33
1081.png,160,60,Ч,62,7,81,32
1081.png,160,60,Ю,84,12,104,32
1081.png,160,60,Ф,104,12,122,41
1279.png,160,60,Е,44,15,63,37
1279.png,160,60,Т,59,15,78,37
1279.png,160,60,В,77,12,98,39
1279.png,160,60,О,95,15,111,39
1279.png,160,60,С,110,18,124,41
85.png,160,60,Д,31,22,46,46
85.png,160,60,Ж,46,12,70,39
85.png,160,60,Ф,68,7,91,37
85.png,160,60,Б,93,7,105,33
85.png,160,60,И,110,8,129,29
504.png,160,60,Н,27,12,47,33
504.png,160,60,У,44,13,65,35
504.png,160,60,О,63,10,88,29
504.png,160,60,М,91,11,110,35
504.png,160,60,Н,113,13,132,35
47.png,160,60,Т,38,22,50,46
47.png,160,60,Т,50,22,61,48
47.png,160,60,С,59,24,76,51
47.png,160,60,Я,77,22,95,54
47.png,160,60,Х,94,26,113,53
1103.png,160,60,С,38,20,55,40
1103.png,160,60,В,55,19,69,41
1103.png,160,60,З,68,22,80,41
1103.png,160,60,З,81,23,95,41
1103.png,160,60,Ш,93,18,118,39
6.png,160,60,Ж,27,7,52,38
6.png,160,60,С,52,7,75,36
6.png,160,60,Ч,75,3,95,37
6.png,160,60,О,96,10,112,38
6.png,160,60,Ж,111,13,133,37
831.png,160,60,Д,32,1,61,34
831.png,160,60,Ж,63,2,89,30
831.png,160,60,Д,90,10,107,34
831.png,160,60,Б,105,12,115,35
831.png,160,60,З,116,16,128,37
477.png,160,60,Р,33,12,49,33
477.png,160,60,К,46,5,63,34
477.png,160,60,А,67,4,88,29
477.png,160,60,Д,90,3,118,35
477.png,160,60,Т,115,7,132,29
422.png,160,60,Н,32,22,51,49
422.png,160,60,Р,52,24,69,49
422.png,160,60,Ш,68,18,91,47
422.png,160,60,Ж,90,14,106,40
422.png,160,60,Ж,106,11,127,36
421.png,160,60,И,35,18,51,39
421.png,160,60,С,52,18,64,41
421.png,160,60,Ю,63,22,87,44
421.png,160,60,У,86,26,100,46
421.png,160,60,Ж,100,23,126,46
1194.png,160,60,Р,23,22,36,47
1194.png,160,60,В,37,26,55,54
1194.png,160,60,О,55,28,82,58
1194.png,160,60,Д,86,27,112,60
1194.png,160,60,Ф,114,25,134,54
11.png,160,60,Р,27,16,45,38
11.png,160,60,И,44,10,64,35
11.png,160,60,Т,65,9,86,33
11.png,160,60,Ш,86,10,116,35
11.png,160,60,Я,117,14,132,37
111.png,160,60,Ж,34,15,54,38
111.png,160,60,А,51,19,67,41
111.png,160,60,Е,66,22,83,44
111.png,160,60,Щ,85,21,116,47
111.png,160,60,Я,115,21,137,46
1292.png,160,60,К,33,19,47,40
1292.png,160,60,Я,44,12,61,38
1292.png,160,60,Ш,57,6,90,32
1292.png,160,60,Х,89,6,112,33
1292.png,160,60,Л,111,11,132,38
306.png,160,60,Щ,28,15,59,50
306.png,160,60,Б,61,14,83,44
306.png,160,60,Я,81,12,99,41
306.png,160,60,Ф,97,10,112,37
306.png,160,60,С,112,14,128,35
869.png,160,60,Т,42,16,59,39
869.png,160,60,Н,59,15,71,40
869.png,160,60,У,70,19,84,44
869.png,160,60,Э,84,22,98,49
869.png,160,60,У,96,27,109,52
540.png,160,60,Д,34,22,56,49
540.png,160,60,Б,56,20,71,43
540.png,160,60,Г,71,22,81,43
540.png,160,60,С,84,23,100,49
540.png,160,60,П,101,24,124,50
609.png,160,60,А,34,9,54,37
609.png,160,60,Щ,55,13,83,34
609.png,160,60,С,85,12,99,32
609.png,160,60,Д,99,16,119,38
609.png,160,60,Т,114,19,130,39
1128.png,160,60,Ф,39,21,57,43
1128.png,160,60,И,57,26,70,43
1128.png,160,60,У,69,27,83,42
1128.png,160,60,С,83,24,99,48
1128.png,160,60,Е,100,26,115,47
1166.png,160,60,С,42,17,56,39
1166.png,160,60,Т,54,19,71,34
1166.png,160,60,В,71,19,84,35
1166.png,160,60,Я,83,19,97,37
1166.png,160,60,Л,91,17,112,36
206.png,160,60,Е,28,22,39,45
206.png,160,60,О,37,22,54,46
206.png,160,60,М,54,23,78,52
206.png,160,60,Ж,78,22,110,54
206.png,160,60,И,109,21,127,47
1009.png,160,60,Ж,34,16,57,41
1009.png,160,60,Б,58,9,78,35
1009.png,160,60,П,83,10,100,32
1009.png,160,60,И,102,15,119,34
1009.png,160,60,А,117,17,128,40
537.png,160,60,Щ,27,21,56,49
537.png,160,60,Ш,58,24,80,45
537.png,160,60,Е,79,24,92,49
537.png,160,60,О,91,23,106,44
537.png,160,60,Ж,108,21,133,44
318.png,160,60,И,43,29,67,54
318.png,160,60,Т,69,29,84,50
318.png,160,60,Я,83,27,94,48
318.png,160,60,П,93,24,105,44
318.png,160,60,К,104,21,120,38
238.png,160,60,Я,36,22,49,41
238.png,160,60,Е,49,24,60,42
238.png,160,60,Т,61,24,71,43
238.png,160,60,Ф,70,26,85,49
238.png,160,60,Ш,87,27,121,54
608.png,160,60,Ш,25,17,47,35
608.png,160,60,Д,44,12,60,39
608.png,160,60,И,64,8,93,41
608.png,160,60,В,97,8,122,44
608.png,160,60,Ж,122,13,140,37
623.png,160,60,Д,34,21,57,51
623.png,160,60,Б,59,21,77,46
623.png,160,60,И,78,22,94,46
623.png,160,60,В,98,18,115,41
623.png,160,60,У,113,15,134,41
1030.png,160,60,Е,35,20,53,41
1030.png,160,60,С,51,19,65,41
1030.png,160,60,О,62,17,78,40
1030.png,160,60,Б,74,14,88,34
1030.png,160,60,Ш,86,12,110,37
593.png,160,60,П,23,20,37,41
593.png,160,60,М,37,19,64,48
593.png,160,60,И,67,21,90,47
593.png,160,60,П,94,19,119,48
593.png,160,60,Р,124,20,139,49
1173.png,160,60,Д,25,14,49,41
1173.png,160,60,Л,48,10,73,43
1173.png,160,60,Д,74,13,102,44
1173.png,160,60,Р,102,12,118,35
1173.png,160,60,Н,115,12,135,33
1250.png,160,60,А,41,9,73,37
1250.png,160,60,Т,68,13,86,38
1250.png,160,60,У,83,17,98,41
1250.png,160,60,Ч,95,20,112,45
1250.png,160,60,Я,109,20,125,47
601.png,160,60,Е,25,2,43,34
601.png,160,60,Ж,50,1,82,31
601.png,160,60,В,83,4,98,33
601.png,160,60,Ж,100,12,120,34
601.png,160,60,Ю,116,19,134,37
960.png,160,60,С,30,19,45,39
960.png,160,60,Э,42,18,56,37
960.png,160,60,И,55,16,73,38
960.png,160,60,Ш,73,19,99,42
960.png,160,60,Ш,105,22,134,44
1248.png,160,60,Ш,27,17,44,42
1248.png,160,60,П,41,17,59,46
1248.png,160,60,Ч,59,13,87,49
1248.png,160,60,А,88,14,118,49
1248.png,160,60,Н,120,13,140,43
352.png,160,60,Г,30,16,49,40
352.png,160,60,И,49,13,69,37
352.png,160,60,З,72,13,90,42
352.png,160,60,В,95,11,111,41
352.png,160,60,А,111,12,130,40
1295.png,160,60,О,19,13,33,37
1295.png,160,60,Р,30,8,51,35
1295.png,160,60,Д,43,3,88,48
1295.png,160,60,Ю,84,2,126,32
1295.png,160,60,М,125,8,144,38
859.png,160,60,М,29,10,54,39
859.png,160,60,П,56,11,76,39
859.png,160,60,Т,71,12,95,34
859.png,160,60,П,92,10,115,32
859.png,160,60,Г,116,10,132,35
782.png,160,60,Т,38,14,54,37
782.png,160,60,К,51,15,71,39
782.png,160,60,Ф,72,17,91,46
782.png,160,60,Е,90,22,100,46
782.png,160,60,В,102,23,120,46
827.png,160,60,В,29,20,47,43
827.png,160,60,Г,46,22,59,45
827.png,160,60,Л,57,26,76,52
827.png,160,60,С,77,26,95,55
827.png,160,60,Ж,95,26,127,54
34.png,160,60,Я,40,5,63,33
34.png,160,60,Х,60,9,79,36
34.png,160,60,Х,76,12,91,39
34.png,160,60,Е,90,14,108,41
34.png,160,60,С,108,15,126,39
30.png,160,60,П,33,14,48,38
30.png,160,60,Е,48,10,59,36
30.png,160,60,Л,56,4,79,36
30.png,160,60,С,77,1,106,41
30.png,160,60,Е,104,2,133,36
956.png,160,60,Л,33,20,59,44
956.png,160,60,С,56,21,66,41
956.png,160,60,Е,64,21,76,41
956.png,160,60,Щ,74,19,100,45
956.png,160,60,Д,102,19,128,47
855.png,160,60,Ф,30,18,49,46
855.png,160,60,Я,48,10,71,39
855.png,160,60,О,75,9,96,40
855.png,160,60,В,98,11,110,39
855.png,160,60,Ж,107,10,129,36
766.png,160,60,Г,38,20,59,48
766.png,160,60,Д,61,23,78,49
766.png,160,60,О,79,21,93,44
766.png,160,60,Я,92,15,101,39
766.png,160,60,М,102,15,120,37
288.png,160,60,Р,42,27,60,49
288.png,160,60,Г,60,26,81,46
288.png,160,60,О,81,24,99,46
288.png,160,60,С,100,23,108,41
288.png,160,60,Р,108,23,120,39
792.png,160,60,Ж,29,29,66,60
792.png,160,60,Щ,69,25,93,53
792.png,160,60,Я,93,20,105,47
792.png,160,60,Д,101,18,117,46
792.png,160,60,Л,115,18,129,43
1067.png,160,60,Е,34,15,52,39
1067.png,160,60,М,52,15,76,39
1067.png,160,60,Б,74,15,90,38
1067.png,160,60,С,90,17,103,42
1067.png,160,60,Е,103,18,121,45
428.png,160,60,Е,44,23,57,42
428.png,160,60,И,56,21,72,42
428.png,160,60,С,75,20,87,41
428.png,160,60,Т,87,21,101,41
428.png,160,60,А,100,21,119,39
276.png,160,60,Щ,36,17,59,40
276.png,160,60,Н,61,19,75,39
276.png,160,60,Х,74,22,87,40
276.png,160,60,И,87,22,103,43
276.png,160,60,Р,104,17,123,44
355.png,160,60,Д,45,21,61,46
355.png,160,60,С,63,22,73,41
355.png,160,60,Б,72,19,83,40
355.png,160,60,О,88,17,106,40
355.png,160,60,Р,109,19,126,40
734.png,160,60,В,25,13,44,40
734.png,160,60,И,49,17,77,43
734.png,160,60,У,72,13,95,44
734.png,160,60,С,93,9,116,37
734.png,160,60,К,111,10,135,41
759.png,160,60,С,29,7,46,34
759.png,160,60,Я,44,5,57,33
759.png,160,60,П,57,7,73,37
759.png,160,60,С,73,7,98,46
759.png,160,60,Т,98,7,128,40
363.png,160,60,М,28,20,44,48
363.png,160,60,О,47,12,67,44
