filename,width,height,class,xmin,ymin,xmax,ymax
259.png,160,60,Е,72,31,95,53
259.png,160,60,Л,92,29,115,50
259.png,160,60,Б,115,26,128,45
259.png,160,60,Г,127,23,140,43
1081.png,160,60,Л,11,31,34,48
1081.png,160,60,Б,33,30,60,49
1081.png,160,60,Ю,59,27,90,47
1081.png,160,60,Ғ,91,21,104,42
1081.png,160,60,Д,105,21,123,41
1081.png,160,60,Б,122,19,139,37
504.png,160,60,Ү,85,24,103,41
477.png,160,60,П,21,20,43,39
477.png,160,60,Ө,43,19,62,42
477.png,160,60,Я,63,19,80,38
477.png,160,60,Т,81,18,97,33
477.png,160,60,Р,98,16,115,37
477.png,160,60,Н,119,16,140,37
422.png,160,60,Л,21,20,39,37
422.png,160,60,Д,41,21,62,41
422.png,160,60,Қ,56,22,74,41
422.png,160,60,В,68,26,90,48
422.png,160,60,Ү,89,30,116,49
422.png,160,60,Л,119,30,148,46
421.png,160,60,Щ,6,18,39,41
421.png,160,60,Ж,39,16,75,38
421.png,160,60,Ұ,75,18,88,36
421.png,160,60,Е,86,18,100,34
421.png,160,60,И,103,19,121,36
421.png,160,60,О,121,18,145,40
111.png,160,60,В,20,23,36,40
111.png,160,60,К,39,25,56,42
111.png,160,60,Ж,56,27,84,42
111.png,160,60,Ғ,82,29,101,43
111.png,160,60,Я,99,26,119,43
111.png,160,60,П,120,25,141,41
306.png,160,60,Ю,14,17,42,36
306.png,160,60,А,46,19,65,36
306.png,160,60,Ф,65,19,88,37
306.png,160,60,Ә,87,17,102,42
306.png,160,60,З,104,24,123,42
306.png,160,60,С,125,22,144,47
540.png,160,60,Ә,98,18,120,37
206.png,160,60,Ө,16,30,45,48
206.png,160,60,Н,46,28,71,49
206.png,160,60,Р,70,25,86,45
206.png,160,60,Т,87,23,105,42
206.png,160,60,О,103,22,118,39
206.png,160,60,В,119,21,137,39
537.png,160,60,Ң,91,21,117,49
318.png,160,60,М,15,17,41,42
318.png,160,60,Ң,40,21,61,47
318.png,160,60,Г,59,18,77,48
318.png,160,60,Т,74,22,100,48
318.png,160,60,Э,100,21,123,47
318.png,160,60,Д,125,21,147,50
238.png,160,60,М,19,17,46,36
238.png,160,60,Ч,45,18,67,38
238.png,160,60,Т,64,18,83,38
238.png,160,60,С,81,20,101,39
238.png,160,60,Ң,98,21,119,41
238.png,160,60,Э,120,20,137,38
1030.png,160,60,Ң,56,10,84,39
352.png,160,60,С,19,12,41,37
352.png,160,60,Ө,44,14,65,37
352.png,160,60,Щ,63,15,91,42
352.png,160,60,Т,90,17,103,37
352.png,160,60,Э,105,16,121,37
352.png,160,60,Е,121,18,142,34
288.png,160,60,Ө,20,20,38,37
288.png,160,60,К,38,19,54,33
288.png,160,60,Щ,53,15,89,34
288.png,160,60,У,89,14,107,30
288.png,160,60,Р,107,15,122,28
288.png,160,60,З,124,17,140,32
1067.png,160,60,Ұ,8,22,34,52
428.png,160,60,Ш,15,19,42,40
428.png,160,60,С,40,20,55,40
428.png,160,60,Ұ,54,20,69,40
428.png,160,60,Я,67,15,83,41
428.png,160,60,Ш,85,12,129,41
428.png,160,60,С,128,10,149,37
276.png,160,60,О,8,6,40,30
276.png,160,60,В,44,6,73,33
276.png,160,60,Т,71,7,94,30
276.png,160,60,С,94,13,111,33
276.png,160,60,Қ,108,15,126,38
276.png,160,60,П,123,19,139,37
355.png,160,60,С,14,19,35,37
355.png,160,60,Ш,35,20,61,37
355.png,160,60,Х,61,19,75,39
355.png,160,60,Е,77,17,89,42
355.png,160,60,Қ,90,19,112,45
355.png,160,60,Ш,114,17,144,42
363.png,160,60,Қ,5,14,24,39
363.png,160,60,П,25,11,48,35
363.png,160,60,М,50,12,76,35
363.png,160,60,Щ,79,13,108,37
363.png,160,60,Я,108,15,122,37
363.png,160,60,Ж,123,17,150,36
271.png,160,60,Е,26,19,42,37
271.png,160,60,Х,41,20,55,37
271.png,160,60,З,53,18,66,37
271.png,160,60,Ң,63,15,83,35
271.png,160,60,В,84,11,105,31
271.png,160,60,Э,106,9,135,32
319.png,160,60,О,21,18,43,40
319.png,160,60,Ұ,42,18,58,39
319.png,160,60,Н,57,19,80,43
319.png,160,60,Т,79,22,101,46
319.png,160,60,Ф,101,22,125,46
319.png,160,60,З,125,20,143,42
208.png,160,60,С,24,21,41,38
208.png,160,60,Л,37,20,56,37
208.png,160,60,К,54,17,73,34
208.png,160,60,Ә,75,16,101,33
208.png,160,60,О,103,17,128,35
208.png,160,60,Т,124,18,139,36
351.png,160,60,Ф,1,19,30,46
351.png,160,60,Т,29,13,53,44
351.png,160,60,О,57,13,88,45
351.png,160,60,Ө,93,13,115,42
351.png,160,60,Л,113,16,130,38
351.png,160,60,П,131,19,146,39
1051.png,160,60,Ө,94,25,123,52
301.png,160,60,Е,24,23,44,45
301.png,160,60,Э,46,23,65,45
301.png,160,60,Б,67,27,85,47
301.png,160,60,С,86,24,102,41
301.png,160,60,Ғ,102,20,115,39
301.png,160,60,К,114,18,135,38
549.png,160,60,Ү,72,16,91,43
321.png,160,60,Ұ,6,18,26,38
321.png,160,60,Щ,24,14,54,37
321.png,160,60,В,54,16,76,33
321.png,160,60,Ю,79,17,105,34
321.png,160,60,У,103,18,120,35
321.png,160,60,Ю,122,17,151,37
387.png,160,60,Д,21,21,41,41
387.png,160,60,Ө,41,21,65,42
387.png,160,60,Е,63,28,80,46
387.png,160,60,Р,79,29,95,47
387.png,160,60,Х,96,28,123,50
387.png,160,60,У,119,28,137,48
551.png,160,60,Ғ,47,14,75,42
261.png,160,60,З,24,27,41,46
261.png,160,60,Г,37,29,58,46
261.png,160,60,Ұ,56,29,78,47
261.png,160,60,Т,78,25,94,44
261.png,160,60,П,95,24,115,44
261.png,160,60,Б,118,26,139,45
117.png,160,60,У,16,19,36,34
117.png,160,60,Е,36,18,52,35
117.png,160,60,А,51,19,75,38
117.png,160,60,К,73,21,93,41
117.png,160,60,Ң,93,21,117,45
117.png,160,60,М,120,22,143,40
398.png,160,60,Х,20,20,36,36
398.png,160,60,С,34,18,46,35
398.png,160,60,Ң,45,16,68,41
398.png,160,60,У,68,15,98,41
398.png,160,60,А,99,12,123,39
398.png,160,60,И,120,10,146,34
304.png,160,60,Г,11,16,30,37
304.png,160,60,К,34,17,55,39
304.png,160,60,С,59,18,81,36
304.png,160,60,С,80,16,103,36
304.png,160,60,Ө,102,12,120,39
304.png,160,60,Ф,119,16,135,39
181.png,160,60,П,20,17,44,40
181.png,160,60,П,46,17,72,39
181.png,160,60,Л,70,17,90,36
181.png,160,60,І,91,17,100,35
181.png,160,60,Х,98,17,118,37
181.png,160,60,О,116,20,135,38
1044.png,160,60,Ғ,36,23,59,54
291.png,160,60,Щ,8,10,41,34
291.png,160,60,Л,39,6,68,27
291.png,160,60,Ә,71,6,98,26
291.png,160,60,Э,98,10,117,29
291.png,160,60,З,116,14,131,32
291.png,160,60,Х,128,17,146,35
162.png,160,60,І,28,22,37,38
162.png,160,60,Т,38,22,50,39
162.png,160,60,К,52,24,64,41
162.png,160,60,С,66,23,79,41
162.png,160,60,А,76,19,98,42
162.png,160,60,Х,97,16,129,39
232.png,160,60,Е,9,14,28,34
232.png,160,60,К,31,13,51,34
232.png,160,60,Ө,52,14,78,34
232.png,160,60,Ш,78,17,108,38
232.png,160,60,А,109,25,122,39
232.png,160,60,П,123,25,142,39
1012.png,160,60,І,89,18,99,42
505.png,160,60,Қ,93,24,119,47
1065.png,160,60,Қ,110,15,126,43
190.png,160,60,С,19,18,43,34
190.png,160,60,И,44,19,63,36
190.png,160,60,Л,62,23,76,40
190.png,160,60,Ұ,71,24,87,43
190.png,160,60,О,89,25,115,46
190.png,160,60,Е,118,23,143,48
480.png,160,60,Э,10,20,30,41
480.png,160,60,Ұ,30,22,51,41
480.png,160,60,Щ,52,20,87,46
480.png,160,60,Д,86,23,107,45
480.png,160,60,З,108,23,123,38
480.png,160,60,О,125,19,143,36
217.png,160,60,М,13,17,35,35
217.png,160,60,Т,37,15,57,35
217.png,160,60,Д,52,13,73,37
217.png,160,60,Б,75,8,96,30
217.png,160,60,Ө,100,8,128,27
217.png,160,60,К,129,10,151,30
381.png,160,60,Я,18,13,42,31
381.png,160,60,Ә,43,15,63,30
381.png,160,60,О,64,14,87,33
381.png,160,60,К,86,16,106,37
381.png,160,60,Б,105,19,118,38
381.png,160,60,Я,119,20,137,39
528.png,160,60,Ә,63,24,83,39
1034.png,160,60,Ө,74,12,114,49
333.png,160,60,Э,17,19,36,39
333.png,160,60,Ж,34,17,55,36
333.png,160,60,Г,51,14,66,34
333.png,160,60,Ұ,66,12,85,39
333.png,160,60,И,90,10,123,41
333.png,160,60,Б,127,13,149,42
373.png,160,60,Л,21,16,43,35
373.png,160,60,Я,41,13,65,38
373.png,160,60,Т,64,14,83,34
373.png,160,60,Г,84,14,101,35
373.png,160,60,Ү,101,15,118,35
373.png,160,60,Р,119,18,136,36
407.png,160,60,И,17,24,35,47
407.png,160,60,Я,36,29,55,48
407.png,160,60,И,58,26,84,48
407.png,160,60,С,84,21,106,46
407.png,160,60,Ү,106,22,125,44
407.png,160,60,Е,125,21,140,42
517.png,160,60,Қ,73,25,91,45
1025.png,160,60,І,41,19,47,42
1053.png,160,60,Ә,76,19,105,37
302.png,160,60,Қ,20,10,50,37
302.png,160,60,Т,47,13,65,33
302.png,160,60,М,66,14,84,34
302.png,160,60,У,84,18,99,35
302.png,160,60,Ч,101,20,118,35
302.png,160,60,Т,119,16,141,40
136.png,160,60,Г,30,19,43,36
136.png,160,60,У,39,16,55,38
136.png,160,60,Д,51,12,74,37
136.png,160,60,Т,74,8,95,28
136.png,160,60,І,91,7,106,21
136.png,160,60,З,104,5,133,19
475.png,160,60,В,15,18,29,34
475.png,160,60,Э,29,15,45,34
475.png,160,60,Ң,47,14,68,37
475.png,160,60,Щ,65,14,109,44
475.png,160,60,Р,111,14,130,41
475.png,160,60,С,133,20,154,40
433.png,160,60,Ұ,19,17,39,39
433.png,160,60,Т,38,16,51,37
433.png,160,60,Б,50,18,67,37
433.png,160,60,Б,66,17,90,44
433.png,160,60,О,91,20,123,45
433.png,160,60,Я,125,21,149,43
101.png,160,60,Ү,6,27,22,45
101.png,160,60,Ш,25,27,55,46
101.png,160,60,О,57,27,91,48
101.png,160,60,У,90,30,111,48
101.png,160,60,Х,109,28,130,47
101.png,160,60,М,129,25,150,44
372.png,160,60,И,3,24,23,44
372.png,160,60,Ғ,21,23,36,45
372.png,160,60,Ш,38,23,72,46
372.png,160,60,П,73,18,101,46
372.png,160,60,У,101,18,130,47
372.png,160,60,Ю,131,20,156,45
1079.png,160,60,Ф,17,16,42,46
1079.png,160,60,М,43,12,80,43
1079.png,160,60,С,79,11,96,38
1079.png,160,60,І,94,10,105,40
1079.png,160,60,У,104,13,123,38
1079.png,160,60,Ч,124,15,142,39
122.png,160,60,Д,20,14,55,46
122.png,160,60,Б,56,15,78,41
122.png,160,60,Ғ,74,20,88,41
122.png,160,60,Т,87,22,106,42
122.png,160,60,Э,105,20,120,41
122.png,160,60,Р,119,20,132,38
456.png,160,60,С,19,17,39,37
456.png,160,60,Ң,39,18,62,41
456.png,160,60,Ф,60,21,81,37
456.png,160,60,Т,81,20,98,36
456.png,160,60,Ф,101,19,120,39
456.png,160,60,Б,120,19,140,36
349.png,160,60,Н,19,14,46,32
349.png,160,60,С,46,15,69,35
349.png,160,60,К,67,14,89,37
349.png,160,60,О,88,17,106,39
349.png,160,60,Ұ,101,19,119,40
349.png,160,60,С,119,19,139,41
315.png,160,60,Ю,8,12,38,35
315.png,160,60,Х,37,15,67,39
315.png,160,60,О,66,18,86,39
315.png,160,60,Қ,84,16,100,43
315.png,160,60,Ж,100,15,125,39
315.png,160,60,О,125,16,144,38
443.png,160,60,К,13,18,33,36
443.png,160,60,П,33,18,49,36
443.png,160,60,Х,47,16,60,33
443.png,160,60,Қ,61,16,78,40
443.png,160,60,Ф,76,13,106,42
443.png,160,60,Ю,111,13,156,45
186.png,160,60,Х,13,15,35,39
186.png,160,60,Э,34,16,59,40
186.png,160,60,Қ,64,18,86,45
186.png,160,60,Х,83,21,100,41
186.png,160,60,Щ,100,23,125,42
186.png,160,60,С,125,21,141,38
233.png,160,60,С,23,18,41,33
233.png,160,60,Я,40,17,63,29
233.png,160,60,К,65,17,86,34
233.png,160,60,Ғ,84,20,97,34
233.png,160,60,Е,98,21,113,38
233.png,160,60,С,114,22,131,39
531.png,160,60,Ң,117,21,139,43
353.png,160,60,Э,17,16,42,41
353.png,160,60,Ч,41,17,64,42
353.png,160,60,Э,62,21,83,45
353.png,160,60,Ә,84,23,104,42
353.png,160,60,Т,103,19,117,38
353.png,160,60,Р,119,20,135,37
214.png,160,60,Ж,13,14,44,32
214.png,160,60,А,46,15,69,31
214.png,160,60,Ғ,68,18,82,32
214.png,160,60,А,83,20,101,34
214.png,160,60,Д,100,21,122,37
214.png,160,60,Н,121,20,141,37
143.png,160,60,Х,24,17,51,35
143.png,160,60,М,51,21,71,36
143.png,160,60,Б,68,22,84,38
143.png,160,60,Ұ,84,22,101,39
143.png,160,60,Т,98,20,118,39
143.png,160,60,У,116,21,136,40
1075.png,160,60,Щ,7,20,45,50
1075.png,160,60,Н,45,21,71,47
1075.png,160,60,Е,71,19,87,44
1075.png,160,60,Ш,86,20,107,41
1075.png,160,60,Қ,108,15,129,43
1075.png,160,60,С,127,18,147,40
474.png,160,60,Т,24,19,41,35
474.png,160,60,Х,42,17,60,38
474.png,160,60,Қ,61,20,77,39
474.png,160,60,Х,72,22,87,42
474.png,160,60,В,88,19,105,44
474.png,160,60,С,108,17,143,45
399.png,160,60,А,23,20,40,35
399.png,160,60,Ж,40,19,58,39
399.png,160,60,Т,57,21,74,41
399.png,160,60,Г,73,22,89,44
399.png,160,60,Ң,91,22,120,50
399.png,160,60,В,119,20,143,46
145.png,160,60,Я,19,21,34,38
145.png,160,60,Б,35,20,50,37
145.png,160,60,С,50,17,73,39
145.png,160,60,Ө,72,18,101,39
145.png,160,60,Б,99,17,119,37
145.png,160,60,Н,119,17,142,37
452.png,160,60,Л,16,23,38,36
452.png,160,60,О,40,23,60,39
452.png,160,60,П,61,21,81,36
452.png,160,60,Т,81,17,96,35
452.png,160,60,Ә,98,18,117,35
452.png,160,60,Д,119,18,141,43
359.png,160,60,У,19,17,36,40
359.png,160,60,М,36,22,57,39
359.png,160,60,Ә,56,24,76,42
359.png,160,60,Ф,76,19,106,42
359.png,160,60,С,108,17,128,39
359.png,160,60,Я,125,15,145,39
146.png,160,60,Щ,31,10,68,35
146.png,160,60,І,64,15,76,33
146.png,160,60,Т,70,15,85,33
146.png,160,60,Г,83,18,93,35
146.png,160,60,С,95,23,112,40
146.png,160,60,Е,112,24,130,41
371.png,160,60,І,17,19,29,36
371.png,160,60,С,27,16,43,38
371.png,160,60,З,41,14,59,34
371.png,160,60,М,59,11,87,29
371.png,160,60,Ю,87,10,120,32
371.png,160,60,П,119,13,144,37
533.png,160,60,Ғ,99,21,114,37
295.png,160,60,Б,30,18,46,34
295.png,160,60,І,47,21,56,36
295.png,160,60,Б,55,21,70,37
295.png,160,60,Г,68,24,81,38
295.png,160,60,М,82,23,108,43
295.png,160,60,П,110,23,134,45
163.png,160,60,Ж,11,17,42,33
163.png,160,60,Щ,46,18,80,38
163.png,160,60,Р,77,18,90,34
163.png,160,60,З,90,21,104,37
163.png,160,60,Ұ,105,19,122,37
163.png,160,60,Л,123,20,141,38
1045.png,160,60,Ә,6,13,41,56
404.png,160,60,Ч,19,23,37,45
404.png,160,60,Ғ,36,26,51,44
404.png,160,60,П,52,29,81,49
404.png,160,60,Л,81,30,107,50
404.png,160,60,Р,107,29,124,47
404.png,160,60,Т,122,25,139,42
141.png,160,60,У,16,15,36,33
141.png,160,60,В,38,14,57,33
141.png,160,60,Ғ,57,14,76,34
141.png,160,60,Д,75,15,101,39
141.png,160,60,Ж,97,17,127,39
141.png,160,60,Б,126,22,143,39
1071.png,160,60,Ө,44,20,65,43
454.png,160,60,Ю,1,10,30,33
454.png,160,60,Т,30,7,54,30
454.png,160,60,Щ,56,9,91,35
454.png,160,60,Ғ,86,11,107,34
454.png,160,60,П,109,15,131,35
454.png,160,60,Ю,129,18,149,37
489.png,160,60,Е,22,21,42,43
489.png,160,60,О,41,21,59,43
489.png,160,60,П,61,18,83,40
489.png,160,60,Ә,82,14,103,38
489.png,160,60,Г,104,12,116,36
489.png,160,60,С,117,12,139,35
2.png,160,60,Т,28,12,51,33
2.png,160,60,І,50,12,61,35
2.png,160,60,К,62,13,81,34
2.png,160,60,У,81,14,99,32
2.png,160,60,Е,100,17,116,36
2.png,160,60,А,116,19,132,38
1050.png,160,60,Ү,30,17,45,50
1063.png,160,60,Ң,64,20,84,53
229.png,160,60,Ж,26,24,50,39
229.png,160,60,Э,50,23,74,39
229.png,160,60,П,76,21,96,39
229.png,160,60,І,96,21,104,38
229.png,160,60,Г,103,21,116,37
229.png,160,60,Г,118,21,131,38
1049.png,160,60,Қ,78,14,107,45
169.png,160,60,О,20,22,43,38
169.png,160,60,М,42,24,59,41
169.png,160,60,В,59,26,75,43
169.png,160,60,Т,74,26,94,44
169.png,160,60,Ұ,93,24,117,46
169.png,160,60,С,120,24,145,47
123.png,160,60,М,23,21,42,39
123.png,160,60,О,42,20,60,38
123.png,160,60,Э,60,16,77,36
123.png,160,60,Ғ,77,14,95,37
123.png,160,60,К,89,10,116,33
123.png,160,60,Т,115,8,143,34
527.png,160,60,Ұ,19,20,35,37
135.png,160,60,Ғ,20,22,37,40
135.png,160,60,И,35,20,50,39
135.png,160,60,В,51,18,65,39
135.png,160,60,М,68,17,96,38
135.png,160,60,У,95,17,117,37
135.png,160,60,Ч,119,17,138,37
1083.png,160,60,Э,21,20,36,38
1083.png,160,60,Ұ,35,20,51,41
1083.png,160,60,Ж,51,24,81,47
1083.png,160,60,П,80,22,107,47
1083.png,160,60,Р,106,20,127,47
1083.png,160,60,Г,129,24,146,46
509.png,160,60,Ң,12,17,39,37
263.png,160,60,Э,29,20,46,38
263.png,160,60,Б,47,21,64,38
263.png,160,60,Р,65,21,80,37
263.png,160,60,Ғ,80,21,97,36
263.png,160,60,Р,97,21,111,36
263.png,160,60,У,113,22,131,37
343.png,160,60,Ө,11,16,33,34
343.png,160,60,Н,31,12,49,32
343.png,160,60,Ж,51,11,83,32
343.png,160,60,Ж,79,10,109,37
343.png,160,60,И,114,13,136,38
343.png,160,60,Р,135,14,149,38
152.png,160,60,Я,19,21,39,46
152.png,160,60,Т,37,24,57,44
152.png,160,60,Ш,58,23,89,44
152.png,160,60,Ғ,88,23,104,43
152.png,160,60,Т,104,19,119,41
152.png,160,60,Н,116,17,141,41
1055.png,160,60,І,81,25,92,56
213.png,160,60,Қ,18,21,32,40
213.png,160,60,П,31,20,44,38
213.png,160,60,О,44,17,67,38
213.png,160,60,О,71,13,106,40
213.png,160,60,П,109,15,132,40
213.png,160,60,К,132,16,149,33
498.png,160,60,Н,22,13,42,33
498.png,160,60,П,41,12,56,32
498.png,160,60,Қ,56,10,75,32
498.png,160,60,Э,73,10,93,31
498.png,160,60,Д,97,10,124,36
498.png,160,60,Т,123,8,145,32
298.png,160,60,Қ,20,19,42,35
298.png,160,60,О,40,18,64,31
298.png,160,60,Н,64,20,85,33
298.png,160,60,Е,84,20,100,34
298.png,160,60,К,101,21,120,35
298.png,160,60,З,118,21,136,37
176.png,160,60,Щ,20,20,49,39
176.png,160,60,П,52,20,67,37
176.png,160,60,Е,67,19,80,35
176.png,160,60,Ү,80,15,97,32
176.png,160,60,Е,97,13,121,32
176.png,160,60,У,119,12,141,33
1029.png,160,60,Ұ,98,8,126,44
1022.png,160,60,Ұ,14,10,39,36
344.png,160,60,Д,12,12,46,43
344.png,160,60,Э,46,9,70,40
344.png,160,60,Ғ,70,12,89,37
344.png,160,60,Я,86,10,103,38
344.png,160,60,О,102,10,121,36
344.png,160,60,С,122,12,140,41
262.png,160,60,Е,13,12,36,28
262.png,160,60,Қ,40,11,66,37
262.png,160,60,И,65,10,90,32
262.png,160,60,У,90,14,110,32
262.png,160,60,Т,109,15,122,33
262.png,160,60,Т,122,17,134,37
187.png,160,60,Е,14,21,30,37
187.png,160,60,Ф,30,18,51,35
187.png,160,60,Д,54,20,79,39
187.png,160,60,Ө,77,20,95,35
187.png,160,60,Я,97,21,114,36
187.png,160,60,Щ,115,21,143,40
230.png,160,60,Р,17,21,33,36
230.png,160,60,Ч,35,21,50,37
230.png,160,60,Ң,53,21,69,39
230.png,160,60,А,69,21,87,35
230.png,160,60,Щ,89,16,121,36
230.png,160,60,П,123,17,146,31
332.png,160,60,Н,20,18,42,35
332.png,160,60,Ң,42,17,61,39
332.png,160,60,К,59,15,83,34
332.png,160,60,В,84,13,100,35
332.png,160,60,С,102,18,117,40
332.png,160,60,Б,115,23,135,41
334.png,160,60,Ң,9,20,37,43
334.png,160,60,Л,32,23,58,42
334.png,160,60,Ч,57,25,78,41
334.png,160,60,Л,74,18,94,41
334.png,160,60,И,95,18,116,38
334.png,160,60,Ю,115,17,146,37
340.png,160,60,Б,24,17,40,39
340.png,160,60,Д,39,11,54,39
340.png,160,60,А,53,9,71,30
340.png,160,60,І,73,5,84,28
340.png,160,60,Т,82,2,106,30
340.png,160,60,П,110,1,143,29
354.png,160,60,Е,22,20,41,39
354.png,160,60,Э,39,19,54,36
354.png,160,60,Ә,53,19,69,39
354.png,160,60,Н,69,18,106,42
354.png,160,60,Е,108,20,122,42
354.png,160,60,С,124,20,139,41
1085.png,160,60,Ғ,9,15,26,37
1085.png,160,60,Я,25,14,52,44
1085.png,160,60,Ж,51,19,84,44
1085.png,160,60,Ф,82,24,100,42
1085.png,160,60,Р,101,20,115,40
1085.png,160,60,Ш,116,21,144,41
285.png,160,60,Ш,20,22,47,38
285.png,160,60,П,49,22,65,41
285.png,160,60,Э,64,23,80,39
285.png,160,60,Ү,78,23,98,38
285.png,160,60,С,98,22,121,41
285.png,160,60,В,122,24,143,42
420.png,160,60,Ә,18,11,48,36
420.png,160,60,Т,46,10,65,33
420.png,160,60,М,67,12,95,35
420.png,160,60,Э,90,16,108,37
420.png,160,60,Ч,107,20,120,37
420.png,160,60,К,119,19,139,39
121.png,160,60,И,9,25,32,50
121.png,160,60,Г,33,26,55,53
121.png,160,60,Ө,58,25,90,54
121.png,160,60,Е,91,24,109,52
121.png,160,60,Я,107,26,127,48
121.png,160,60,Я,126,24,147,46
132.png,160,60,А,21,22,35,38
132.png,160,60,Г,35,18,51,37
132.png,160,60,Л,46,15,68,34
132.png,160,60,О,69,13,95,28
132.png,160,60,Ұ,98,14,120,28
132.png,160,60,М,121,15,145,35
113.png,160,60,С,23,21,39,37
113.png,160,60,Э,39,21,58,36
113.png,160,60,И,63,21,86,36
113.png,160,60,Ү,87,20,103,36
113.png,160,60,Т,102,22,117,37
113.png,160,60,У,115,20,133,38
286.png,160,60,І,23,26,29,43
286.png,160,60,З,28,25,43,44
286.png,160,60,В,43,19,67,46
286.png,160,60,Б,73,21,97,45
286.png,160,60,Л,95,18,114,41
286.png,160,60,Я,110,18,134,38
1052.png,160,60,Ғ,99,10,126,46
515.png,160,60,Қ,36,20,54,39
1064.png,160,60,Ғ,62,18,80,53
406.png,160,60,Е,19,18,39,35
406.png,160,60,Е,39,18,54,38
406.png,160,60,Ң,55,18,76,39
406.png,160,60,Щ,77,15,102,38
406.png,160,60,Х,102,14,120,37
406.png,160,60,З,121,16,138,35
1074.png,160,60,П,29,19,52,44
1074.png,160,60,Д,52,20,69,45
1074.png,160,60,Р,69,20,84,40
1074.png,160,60,Н,85,17,103,40
1074.png,160,60,І,103,15,112,41
1074.png,160,60,Н,111,21,133,42
200.png,160,60,Ж,2,11,40,29
200.png,160,60,Ә,39,10,61,30
200.png,160,60,Я,58,11,76,32
200.png,160,60,Ф,75,13,100,36
200.png,160,60,Б,99,17,118,40
200.png,160,60,Щ,116,21,150,47
415.png,160,60,О,5,25,30,45
415.png,160,60,Н,31,24,56,46
415.png,160,60,Ұ,55,26,79,46
415.png,160,60,Ч,79,24,98,41
415.png,160,60,Ж,98,24,120,41
415.png,160,60,Ш,117,18,149,40
1072.png,160,60,Ә,108,17,131,54
191.png,160,60,Е,17,23,30,41
191.png,160,60,Ч,29,24,46,41
191.png,160,60,Р,46,23,63,43
191.png,160,60,Ө,65,23,87,42
191.png,160,60,Ю,87,19,122,43
191.png,160,60,З,123,18,150,45
103.png,160,60,Х,15,18,35,37
103.png,160,60,Щ,35,20,62,40
103.png,160,60,Д,60,22,77,40
103.png,160,60,Ө,77,21,98,39
103.png,160,60,Р,102,21,126,41
103.png,160,60,О,128,22,154,39
240.png,160,60,Э,20,23,36,39
240.png,160,60,М,37,25,61,40
240.png,160,60,Т,62,24,82,40
240.png,160,60,Т,80,20,96,37
240.png,160,60,Ә,95,20,117,33
240.png,160,60,Ф,119,21,141,34
365.png,160,60,Ч,12,18,30,38
365.png,160,60,Я,31,20,50,42
365.png,160,60,Д,51,18,77,45
365.png,160,60,М,78,18,105,42
365.png,160,60,Ә,107,21,122,40
365.png,160,60,А,126,24,139,38
150.png,160,60,Э,15,11,41,37
150.png,160,60,Ұ,40,7,63,41
150.png,160,60,Э,62,14,81,44
150.png,160,60,Ю,80,17,101,43
150.png,160,60,П,101,24,122,43
150.png,160,60,Э,121,24,143,42
237.png,160,60,Ү,13,16,32,36
237.png,160,60,Б,34,16,53,35
237.png,160,60,Ш,52,13,79,35
237.png,160,60,У,80,11,101,33
237.png,160,60,В,103,10,128,33
237.png,160,60,З,127,12,147,34
323.png,160,60,С,14,26,30,48
323.png,160,60,У,27,25,51,48
323.png,160,60,Ш,51,26,91,52
323.png,160,60,Ә,91,27,113,50
323.png,160,60,Я,114,22,127,45
323.png,160,60,А,128,21,148,44
308.png,160,60,И,27,11,60,40
308.png,160,60,Т,58,11,76,35
308.png,160,60,І,76,14,82,36
308.png,160,60,И,82,13,95,41
308.png,160,60,Д,95,12,114,43
308.png,160,60,Р,113,13,131,43
151.png,160,60,Ү,23,25,47,46
151.png,160,60,У,46,23,62,48
151.png,160,60,К,63,23,79,47
151.png,160,60,Р,78,22,95,46
151.png,160,60,К,96,22,118,46
151.png,160,60,П,118,16,137,46
320.png,160,60,Ш,19,18,45,37
320.png,160,60,Б,44,17,56,43
320.png,160,60,Э,55,18,69,43
320.png,160,60,Қ,71,12,112,51
320.png,160,60,Б,108,13,128,45
320.png,160,60,К,126,15,149,48
254.png,160,60,Т,31,22,47,39
254.png,160,60,І,47,22,55,39
254.png,160,60,Н,54,26,73,41
254.png,160,60,К,72,29,92,43
254.png,160,60,Э,91,29,112,45
254.png,160,60,Г,115,29,133,45
1073.png,160,60,Щ,23,14,54,39
1073.png,160,60,Р,52,16,64,40
1073.png,160,60,І,61,12,69,38
1073.png,160,60,Б,70,12,86,34
1073.png,160,60,А,85,10,111,35
1073.png,160,60,П,111,8,138,39
116.png,160,60,Л,18,21,39,37
116.png,160,60,А,38,21,57,37
116.png,160,60,Ч,57,20,73,37
116.png,160,60,Қ,73,21,88,40
116.png,160,60,Ш,89,21,121,38
116.png,160,60,К,122,21,143,41
234.png,160,60,Т,16,20,29,34
234.png,160,60,Ә,30,19,53,37
234.png,160,60,Д,58,22,85,43
234.png,160,60,Д,83,24,101,43
234.png,160,60,П,103,21,118,36
234.png,160,60,Д,118,21,142,40
210.png,160,60,Ф,12,22,32,36
210.png,160,60,Т,34,14,51,35
210.png,160,60,Ш,52,16,83,35
210.png,160,60,Ч,86,15,106,36
210.png,160,60,Ө,108,17,132,34
210.png,160,60,Х,130,20,148,36
473.png,160,60,Н,8,16,33,42
473.png,160,60,Л,33,14,65,43
473.png,160,60,Е,66,13,93,42
